scenario,runIndex,quoteId,dayNumber,routeSource,routeDestination,routeId,hotspotId,hotspotName,matchedBucket,priority,hotspotDistance,operatingHours,attemptedVisitStart,attemptedVisitEnd,finalDecision,exactRejectionReason,laterRetried,finallySelectedLater,duplicateAfterEarlierSelection
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,894,Live Hotspot 1775515744963,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,895,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,896,PW Hotspot 1775516207450,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,897,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,898,PW Hotspot 1775516310053,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,899,PW Hotspot 1775516882039,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,900,PW Timing Persist 1775727492729,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,4,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,1,8.424111337850508,05:30:00 - 20:00:00,05:30:00,06:30:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,11,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,2,5.166136964452228,06:00:00 - 19:00:00,06:44:00,07:44:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,5,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,3,5.6663373243163555,00:00:00 - 23:59:59,07:46:00,08:46:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,294,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,4,6.8009698313592,10:00:00 - 17:30:00,10:00:00,10:45:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,6,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,5,2.5433716601170495,09:00:00 - 17:00:00,11:10:00,12:10:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,7,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,6,2.9662055609925604,09:30:00 - 17:00:00,12:29:00,13:29:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,10,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,6,14.826249483758948,09:00:00 - 17:30:00,13:47:00,15:47:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,8,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,7,8.537360979268696,06:00:00 - 20:00:00,16:23:00,17:23:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,292,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,18,15.015475039922718,09:00:00 - 17:30:00,18:00:00,20:00:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,299,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,3.215018414002195,09:00:00 - 17:00:00,17:51:00,19:51:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,303,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,3.9836591931848835,06:00:00 - 00:00:00,17:45:00,23:45:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,300,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,4.032131382200415,09:00:00 - 21:30:00,17:44:00,18:44:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,9,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,5.4347344259991335,05:30:00 - 20:00:00,19:04:00,20:04:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,12,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,6.048137020306321,10:00:00 - 19:00:00,18:54:00,19:54:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,296,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,9.211462432720763,07:00:00 - 18:00:00,19:02:00,21:02:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,804,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu|Chennai Port",unknown,0,9.354368817507947,17:00:00 - 22:00:00,19:21:00,21:21:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,746,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu|Chennai Port",unknown,0,10.58489412354648,05:00:00 - 21:00:00,21:36:00,22:36:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,297,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,12.82221051600408,10:00:00 - 17:45:00,21:42:00,23:12:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,544,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,15.151368972592104,,22:01:00,04:01:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,805,"Chennai International Airport|ECR Beach, Chennai, Tamil Nadu|Chennai Domestic Airport|Chennai Central|Chennai Koyembedu|Chennai Egmore Station|Chennai|Chennai Port",unknown,0,17.808407923551556,10:00:00 - 22:00:00,21:56:00,23:56:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,290,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,28.691128090363872,10:00:00 - 20:00:00,21:53:00,22:53:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,298,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,28.712429360462075,10:00:00 - 20:00:00,21:53:00,23:13:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,291,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,28.90807565928293,09:00:00 - 20:00:00,21:54:00,22:54:00,REJECTED,Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,1,Chennai,Mahabalipuram,1042,13,"Chennai International Airport|Chennai Domestic Airport|Chennai Central|Chennai Egmore Station|Chennai Koyembedu|ECR Beach, Chennai, Tamil Nadu",unknown,0,45.12712195834318,09:00:00 - 17:00:00,22:15:00,03:15:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,894,Live Hotspot 1775515744963,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,895,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,896,PW Hotspot 1775516207450,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,897,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,898,PW Hotspot 1775516310053,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,899,PW Hotspot 1775516882039,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,15,Mahabalipuram,unknown,1,0.9988955263346635,06:00:00 - 18:00:00,09:04:00,13:04:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,453,Mahabalipuram,unknown,2,21.43515458623042,,13:37:00,15:07:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,2,Mahabalipuram,Pondicherry,1043,454,Mahabalipuram,unknown,3,34.41102620681594,10:00:00 - 18:00:00,13:57:00,14:57:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,894,Live Hotspot 1775515744963,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,895,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,896,PW Hotspot 1775516207450,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,897,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,898,PW Hotspot 1775516310053,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,899,PW Hotspot 1775516882039,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,900,PW Timing Persist 1775727492729,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,18,Pondicherry Airport|Pondicherry,unknown,1,11.241049772706775,,10:11:00,12:11:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,17,Pondicherry Airport|Pondicherry,unknown,2,4.388400365149485,10:30:00 - 19:00:00,10:04:00,11:04:00,DEFERRED,Rejected: deferred to next opening slot,true,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,25,Pondicherry Airport|Pondicherry,unknown,3,4.42203877317991,05:45:00 - 20:00:00,10:04:00,10:34:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,678,Pondicherry Airport|Pondicherry,unknown,4,4.587527642270304,00:00:00 - 23:59:59,10:39:00,11:39:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,24,Pondicherry Airport|Pondicherry,unknown,5,4.482219922200191,09:00:00 - 18:00:00,11:43:00,12:13:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,677,Pondicherry Airport|Pondicherry,unknown,6,4.456568578326543,06:00:00 - 19:00:00,12:14:00,12:59:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,16,Pondicherry Airport,unknown,7,11.863831455740968,09:00:00 - 18:00:00,13:31:00,14:01:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,19,Pondicherry Airport|Pondicherry,unknown,8,4.808991882075871,06:00:00 - 20:00:00,14:31:00,15:31:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,21,Pondicherry Airport|Pondicherry,unknown,9,4.088848644263923,06:00:00 - 19:00:00,15:37:00,16:07:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,676,Pondicherry Airport|Pondicherry,unknown,11,2.988716776145813,10:00:00 - 17:00:00,16:11:00,17:11:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,23,Pondicherry Airport,unknown,0,4.686302538763167,00:00:00 - 23:59:59,16:13:00,16:33:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,277,Pondicherry Airport|Pondicherry,unknown,0,4.961333557210897,09:00:00 - 18:00:00,16:46:00,19:46:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,679,Pondicherry|Pondicherry Airport,unknown,0,5.86623312323086,00:00:00 - 23:59:59,17:36:00,18:06:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,20,Pondicherry Airport|Pondicherry,unknown,0,9.69215998473507,09:30:00 - 16:00:00,19:13:00,20:13:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,669,Pondicherry|Pondicherry Airport,unknown,0,10.232449121429916,06:00:00 - 18:00:00,18:27:00,19:27:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,3,Pondicherry,Pondicherry,1044,17,Pondicherry Airport|Pondicherry,unknown,2,4.388400365149485,10:30:00 - 19:00:00,19:10:00,20:10:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,894,Live Hotspot 1775515744963,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,895,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,896,PW Hotspot 1775516207450,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,897,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,898,PW Hotspot 1775516310053,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,899,PW Hotspot 1775516882039,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,900,PW Timing Persist 1775727492729,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,18,Pondicherry Airport|Pondicherry,unknown,1,11.241049772706775,09:00:00 - 17:00:00,10:11:00,12:11:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,17,Pondicherry Airport|Pondicherry,unknown,2,4.388400365149485,10:30:00 - 19:00:00,12:29:00,13:29:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,25,hotspot_25,unknown,3,4.42203877317991,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,678,hotspot_678,unknown,4,4.587527642270304,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,24,hotspot_24,unknown,5,4.482219922200191,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,677,hotspot_677,unknown,6,4.456568578326543,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,16,hotspot_16,unknown,7,11.863831455740968,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,19,hotspot_19,unknown,8,4.808991882075871,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,21,hotspot_21,unknown,9,4.088848644263923,,13:29:00,13:29:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,676,Pondicherry Airport|Pondicherry,unknown,11,2.988716776145813,10:00:00 - 17:00:00,13:38:00,14:38:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,23,hotspot_23,unknown,0,4.686302538763167,,14:38:00,14:38:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,277,Pondicherry Airport|Pondicherry,unknown,0,4.961333557210897,09:00:00 - 18:00:00,14:47:00,17:47:00,SELECTED,,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,679,hotspot_679,unknown,0,5.86623312323086,,17:47:00,17:47:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,20,Pondicherry Airport|Pondicherry,unknown,0,9.69215998473507,09:30:00 - 16:00:00,18:13:00,19:13:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,4,Pondicherry,Pondicherry,1045,669,Pondicherry|Pondicherry Airport,unknown,0,10.232449121429916,06:00:00 - 18:00:00,18:53:00,19:53:00,REJECTED,Rejected: optional closed spot skipped; Rejected: closed at visit time,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,894,Live Hotspot 1775515744963,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,895,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,896,PW Hotspot 1775516207450,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,897,Live Retry Hotspot 1775515791348,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,898,PW Hotspot 1775516310053,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,899,PW Hotspot 1775516882039,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,900,PW Timing Persist 1775727492729,prefilter,1,,,,,REJECTED,Rejected: day-of-week mismatch,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,18,hotspot_18,unknown,1,11.241049772706775,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,17,hotspot_17,unknown,2,4.388400365149485,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,25,hotspot_25,unknown,3,4.42203877317991,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,678,hotspot_678,unknown,4,4.587527642270304,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,24,hotspot_24,unknown,5,4.482219922200191,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,677,hotspot_677,unknown,6,4.456568578326543,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,16,hotspot_16,unknown,7,11.863831455740968,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,19,hotspot_19,unknown,8,4.808991882075871,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
TN-Coast-Chennai-Mahabalipuram-Pondicherry,1,DVI202604198,5,Pondicherry,Chennai,1046,21,hotspot_21,unknown,9,4.088848644263923,,09:00:00,09:00:00,REJECTED,Rejected: duplicate,false,false,false
